CODE_COMMUNE,CODE_EPCI
07100,200039832
07101,200039808
07102,200041366
07103,200041465
07104,200041465
07105,200072007
07106,200072007
07107,200039824
07108,200041465
07109,240700617
07110,240700302
07111,200073245
07112,200073245
07113,200039808
07114,200016905
07115,200039808
07116,200073245
07117,240700302
07118,240700302
07119,200072007
07120,200072007
07121,200072007
07122,200073245
07123,200041465
07124,200016905
07126,200039808
07127,200039824
07128,240700716
07129,200016905
07130,200072007
07131,200039808
07132,240700617
07133,240700864
07134,240700617
07136,200072007
07137,200072007
07138,200073245
07139,200073245
07140,200073096
07141,200073245
07142,200072007
07143,200072015
07144,240700302
07145,240700815
07146,200071413
07147,200039832
07148,200039832
07149,200071413
07150,200041465
07151,200041465
07152,200073096
07153,200039824
07154,200072007
07155,200073245
07156,200039824
07157,200071405
07158,200073245
07159,240700815
07160,200072015
07161,200039824
07162,240700617
07163,200039832
07165,200041465
07166,200016905
07167,200071413
07168,200039808
07169,200040491
07170,200073096
07171,240700302
07172,200072015
07173,200039824
07174,200040491
07175,200072007
07176,240700302
07177,200073096
07178,200039824
07179,200071413
07181,200071413
07182,200039824
07183,200039808
07184,200071413
07185,240700716
07186,200071413
07187,240700617
07188,200072015
07189,240700302
07190,200039808
07191,200071405
07192,200041465
07193,240700617
07194,200071413
07195,200072007
07196,240700302
07197,200072015
07198,200071413
07199,240700302
07200,200072007
07201,200039808
07202,240700302
07203,200072007
07204,200041465
07205,240700716
07206,200072007
07207,200039808
07208,240700815
07209,200041465
07210,200073245
07211,200039832
07212,200041465
07213,240700302
07214,200071413
07215,200041465
07216,200016905
07217,200073096
07218,200016905
07219,200071405
07220,200041465
07221,200071413
07222,200041465
07223,200039824
07224,200072007
07225,200072015
07226,200041465
07227,200072015
07228,200072015
07229,200073245
07230,200073245
07231,200073245
07232,200072007
07233,200071413
07234,200040491
07235,200072007
07236,200073096
07237,200071413
07238,240700302
07239,200041465
07240,200041366
07241,240700815
07242,240700815
07243,200072015
07244,200071413
07245,200073096
07247,240700815
07248,200041465
07249,200041465
07250,240700716
07251,200073245
07253,200071413
07254,200073245
07255,200071413
07257,200071413
07258,200072015
07259,240700864
07260,200071405
07261,200071413
07262,200072007
07263,240700815
07264,240700864
07265,200072015
07266,200039832
07267,200072007
07268,240700864
07269,200041465
07270,200071405
07272,200039808
07273,240700815
07274,200071413
07275,240700302
07276,200041465
07277,200073245
07278,200071413
07279,240700864
07280,200039832
07281,200041366
07282,200039824
07283,200071405
07284,200039832
07285,240700716
07286,200041465
07287,240700815
07288,200071413
07289,200073245
07290,200016905
07291,200039808
07292,240700716
07293,200041366
07294,200035129
07295,200071413
07296,200073245
07297,200041366
07298,200071405
07299,240700716
07300,200071405
07301,200073096
07302,200071405
07303,200071413
07304,200039808
07305,200039832
07306,200039808
07307,240700617
07308,200040491
07309,240700716
07310,200072015
07311,240700815
07312,200073096
07313,200072015
07314,200071413
07315,200039824
07316,200041366
07317,200072015
07318,240700617
07319,200071405
07321,200072015
07322,200039824
07323,200041366
07324,200073096
07325,200073245
07326,200072007
07327,240700617
07328,200039808
07329,240700302
07330,200039808
07331,200073245
07332,200071405
07333,200072015
07334,200039832
07335,200073096
07336,240700302
07337,200072015
07338,200071413
07339,200073245
07340,200071413
07341,240700815
07342,200072015
07343,200073245
07344,200072015
07345,200073096
07346,240700864
07347,200072015
07348,200039808
07349,200071413
15001,200066637
15002,200066660
15003,241501139
15004,200066660
15005,200066660
15006,241501139
15007,200066660
15008,241501055
15009,241500255
15010,241500271
15011,200066678
15012,241500230
15013,200066637
15014,241500230
15015,241500271
15016,241500230
15017,241501089
15018,241501139
15019,241501055
15020,241501055
15021,200066678
15022,200066637
15024,241501139
15025,200066637
15026,200066660
15027,200066678
15028,241500230
15029,200066678
15030,200066678
15031,200066637
15032,200066637
15033,200066660
