CODE_COMMUNE,CODE_EPCI
38374,200068542
38375,243800745
38376,200040111
38377,200068567
38378,200085751
38379,200059392
38380,243801073
38381,200068567
38382,200040715
38383,243800984
38384,200059392
38386,243800984
38387,200059392
38388,200040715
38389,243801255
38390,200070431
38391,200030658
38392,200068542
38393,200059392
38394,200070431
38395,200018166
38396,200040657
38397,200018166
38398,200068567
38399,200059392
38400,243800984
38401,200068567
38402,200040657
38403,200030658
38404,200018166
38405,200040111
38406,200085751
38407,243800984
38408,243801255
38409,200070431
38410,200070431
38412,200040111
38413,200040657
38414,200040657
38415,200068542
38416,200070431
38417,200018166
38418,200018166
38419,200030658
38420,200068567
38421,200040715
38422,200018166
38423,200040715
38424,200030658
38425,200085751
38426,200018166
38427,200059392
38428,200040657
38429,200030658
38430,200018166
38431,200018166
38432,243800984
38433,243801024
38434,200068567
38436,200040715
38437,200059392
38438,200030658
38439,200018166
38440,200059392
38442,200040111
38443,200070431
38444,200040657
38445,200040715
38446,200040111
38448,200085751
38449,243800604
38450,200070431
38451,200068542
38452,200085751
38453,200070431
38454,200070431
38455,243800604
38456,200030658
38457,200059392
38458,200068542
38459,200077014
38460,243800984
38462,200040657
38463,200070431
38464,200068567
38465,200068542
38466,200018166
38467,200068542
38468,200085751
38469,200040657
38470,200040657
38471,200040715
38472,200040715
38473,200059392
38474,200040715
38475,243800604
38476,200059392
38478,200040715
38479,200059392
38480,200077014
38481,243800604
38483,200068542
38484,200077014
38485,200040715
38486,200040715
38487,200077014
38488,200068542
38489,200040657
38490,200059392
38492,200030658
38494,200068542
38495,200070431
38496,200085751
38497,200040657
38498,243800604
38499,200040657
38500,200070431
38501,200018166
38503,200018166
38504,200018166
38505,200059392
38507,200068542
38508,200068567
38509,200068567
38511,200018166
38512,200059392
38513,200030658
38514,200030658
38515,200068542
38516,200040715
38517,243800984
38518,200040657
38519,243801255
38520,200068567
38521,200040657
38522,200040657
38523,200070431
38524,200040715
38525,200068542
38526,200070431
38527,243800745
38528,200040715
38529,200040715
38530,243800604
38531,243800984
38532,200068542
38533,200040715
38535,200068542
38536,200085751
38537,243800604
38538,200018166
38539,200068542
38540,200040715
38542,200068542
38543,200068542
38544,200077014
38545,200040715
38546,200068542
38547,200018166
38548,243801024
38549,243800745
38550,243800745
38551,243800745
38552,200040657
38553,243800604
38554,200068542
38555,200059392
38556,200085751
38557,243800935
38558,200077014
38559,200070431
38560,200068567
38561,200059392
38562,200040715
38563,243800984
38564,243800984
38565,243800984
38566,243800984
38567,200018166
42001,244200770
42002,200065886
42003,200035731
42005,244200770
42006,200065886
42007,200035202
42008,200035731
42009,200065886
42010,200065894
42011,200065894
42012,200065886
42013,200065894
42014,200035202
42015,200035202
42016,200035202
42017,244200622
42018,244200895
42019,200065886
42020,200065886
42021,200065886
42022,200065886
42023,244200622
42025,200035202
42026,200035202
42027,244200614
42028,244200622
42029,200065894
42030,200065886
42031,244200770
42032,244200770
42033,200035202
42034,200065886
42035,200065886
42036,244200770
42037,200065886
42038,200065886
42039,200065886
42040,200065886
42041,200065894
42042,200065886
42043,244200770
42044,244200770
42045,200065886
42046,200065886
42047,244200820
42048,200035202
42049,200035731
42050,200065886
42051,244200895
42052,200035202
42053,244200770
42054,200065886
42055,200066587
42056,244200895
42058,200065886
42059,200065894
42060,200065886
42061,244200820
42062,200066587
42063,244200630
42064,244200895
42065,200065894
42066,200065894
42067,244200622
42068,200035731
42069,200035731
42070,244200630
42071,200035731
42073,200065894
42074,200035731
42075,200065886
42076,244200820
42077,244200630
42078,200035731
42079,200035202
42081,200065894
42083,244200770
42084,200065886
42085,244200770
42086,200035202
42087,200065886
42088,200065894
42089,200065886
42090,200065894
42091,200065886
42092,244200770
42093,244200770
42094,200065894
42095,244200770
42096,244200770
42097,244200770
42098,244200630
42099,244200770
42100,244200770
42101,244200622
42102,200066587
42103,244200770
42104,200035202
42105,200065886
42106,244200614
42107,200065886
42108,200065886
42110,244200770
42112,200035202
42113,200065894
42115,244200622
42116,244200820
42117,200065886
42118,244200630
42119,200065886
42120,200035731
42121,200065886
42122,200065886
42123,244200770
42124,244200895
42125,244200614
42126,200065886
42127,200035731
42128,244200630
42129,244200895
42130,200065886
42131,200035202
42132,244200895
42133,244200770
42134,200065886
42135,200065894
42136,200065886
42137,200065886
42138,200066587
42139,244200622
42140,200065886
42141,200035202
42142,200065886
42143,200065894
42145,200035731
42146,200065886
42147,200065886
42148,200065894
42149,200065894
42150,200065886
42151,200065886
42152,200035202
42153,244200630
42154,200065894
42155,200065894
42156,244200630
42157,200035731
42158,200035731
42159,200065886
42160,244200614
42161,200035731
42162,200035731
42163,200035731
42164,200065886
42165,200065894
42166,200035731
42167,244200770
42168,244200895
42169,200065886
42170,200035731
42171,200065894
42172,244200622
42173,244200614
42174,200065894
42175,200065894
42176,200035731
42177,200035202
42178,244200630
42179,200065886
42180,200065886
42181,244200630
42182,200035731
42183,244200770
42184,200035731
42185,200065894
42186,244200770
42187,200035731
42188,200065886
42189,244200770
42191,244200895
42192,244200770
42193,200065894
42194,200035731
42195,200065886
42196,200065894
42197,200065886
42198,200035731
42199,200035731
42200,200065894
42201,244200895
42202,200065894
42203,200035731
42204,200065886
42205,200065886
42206,244200770
42207,244200770
42208,244200770
42209,200065894
42210,244200770
42211,200065886
42212,244200630
42213,200065894
42214,200065894
42215,200035202
42216,200066587
42217,200065886
42218,244200770
42219,200065886
42220,200035731
42221,200065886
42222,244200770
42223,244200770
42224,244200622
42225,244200770
42226,244200614
42227,200065886
42228,200065886
42229,200035202
42230,244200614
42231,200035731
42232,200035731
42233,200035731
42234,244200770
42235,200065886
42236,200035202
42237,244200770
42238,200065886
42239,200035731
42240,200065886
42241,200065894
42242,244200770
42243,244200614
42245,200065886
42246,244200622
42247,200065886
42248,244200820
42249,244200630
42251,200065894
42253,200035731
42254,200065894
42255,244200820
42256,200065886
42257,200035731
42259,244200770
42260,244200614
42261,200065894
42262,244200770
42264,200065894
42265,244200895
42266,244200770
42267,200035202
42268,244200614
42269,200065886
42270,244200770
42271,244200770
42272,244200895
42273,200035202
42274,244200614
42275,244200770
42276,244200820
42277,244200630
42278,200065886
42279,200065886
42280,244200622
42281,200035731
42282,244200820
42283,244200770
42284,200035731
42285,200065886
42286,244200622
42287,244200622
42288,200065886
42289,244200630
42290,200065886
42293,244200630
42294,200035731
42295,244200820
42296,200065894
42297,200065894
42298,200065886
42299,200065886
42300,200035202
42301,200065886
42302,244200770
42303,244200614
42304,200065886
42305,244200770
42306,244200622
42307,244200770
42308,244200770
42310,244200622
42311,244200770
42312,200065886
42313,200065886
42314,244200820
42315,200065886
42316,244200770
42317,200035731
42318,200065886
42319,200065894
42320,244200770
42321,200065886
42322,244200770
42323,200065894
42324,200065886
42325,244200630
42326,244200895
42327,244200895
42328,200065886
42329,244200622
42330,244200770
42331,200035731
42332,200035731
42333,200035202
42334,200065894
42335,200066587
42336,200066587
42337,200035731
42338,200035202
42339,244200820
43001,200085728
43002,200073419
43003,200073419
43004,200073401
43005,244301123
43006,200073393
43007,244301016
43008,244301123
43009,200073393
43010,200073419
43011,200073393
43012,244301131
43013,200073393
43014,200085728
43015,200073393
43016,244301099
43017,244301099
43018,200073419
43019,244301123
43020,200073427
43021,200073419
43022,200085728
43023,200073419
43024,244301016
43025,200073427
43026,200073419
43027,200073393
43028,244301016
43029,200073393
43030,200073419
43031,200073393
43032,200073419
43033,200085728
43034,200073427
43035,200073419
43036,200073419
43037,244301123
43038,200085728
43039,200073419
43040,200085728
43041,200073419
43042,244301123
43043,200073419
43044,200073393
43045,200073419
43046,200073419
43047,200073401
43048,200073419
43049,200073419
43050,244301099
43051,244301107
43052,244301099
43053,200073401
43054,200073393
43055,200085728
43056,200073393
43057,200073419
43058,200073427
43059,200073419
43060,200073393
43061,200073419
43062,200073419
43063,200073393
43064,244301099
43065,200073393
43066,200073401
43067,200073393
43068,200073393
43069,244301107
43070,200073393
43071,200073419
43072,200073393
43073,200073419
43074,200085728
43075,200073393
43076,200073419
43077,244301123
43078,200073419
43079,200073393
43080,200073419
43082,200073393
43083,200073393
43084,200073419
43085,200073393
43086,200073393
43087,244300307
43088,200085728
43089,200073419
43090,200073393
43091,200073401
43092,200073401
43093,200073419
43094,200073393
43095,200073419
43096,200085728
43097,200073401
43098,200073401
43099,244301099
43100,200085728
43101,200073401
43102,244301016
43103,200085728
43104,200073393
43105,200085728
43106,200073393
43107,200073393
43108,200073419
43109,244301123
43110,200085728
43111,244301123
43112,200073393
43113,200073401
43114,244301016
43115,200073401
43116,200073419
43117,200085728
43118,200073393
43119,200073419
43120,244301099
43121,200085728
43122,200073419
43123,200085728
43124,200073419
43125,200085728
43126,200073419
43127,200073427
43128,200073419
43129,244301107
43130,244301107
43131,200073393
43132,200073393
43133,200073393
43134,200073419
43135,200073401
43136,200073419
43137,200073427
43138,200073419
43139,200073393
43140,200073419
43141,244300307
43142,244300307
43143,200073401
43144,200073401
43145,244301123
43147,200085728
43148,200073393
43149,200073393
43150,200073419
43151,200073393
43152,200073419
43153,244301131
43154,244301123
43155,200073393
43156,200073401
43157,200073419
43158,200073401
43159,244300307
43160,244301123
43162,244301016
43163,244300307
43164,200073419
43165,200073419
43166,200073427
43167,200073393
43168,244301123
43169,200073393
43170,200085728
43171,200073393
43172,244300307
43173,244301123
43174,200073419
43175,200073393
43177,244301131
43178,200073393
43180,244301123
43181,200073419
43182,200085728
43183,200073393
43184,244301131
43185,244301099
43186,200073401
43187,200073419
43188,200073393
43189,200073419
43190,200073419
43191,200085728
43192,244301123
43193,244301099
43194,200073419
43195,200085728
43196,200073419
43197,200073419
43198,244301123
43199,244301107
43200,200073401
43201,200073419
43202,200073393
43203,244301016
43204,244300307
43205,244301131
43206,200085728
43207,200085728
43208,200073393
43210,200073401
43211,244301016
43212,200073427
43213,200073427
43214,200073393
43215,244301123
43216,200073419
43217,200073419
43218,200073401
43219,200073393
43220,200073419
43221,200073419
43222,200073393
43223,244300307
43224,200073427
43225,244301123
43226,244301099
43227,244301131
43228,200073419
43229,200073419
43230,200073419
43231,200073401
43232,200073393
43233,200073419
43234,200073393
43236,244301131
43237,200073419
43238,244301123
43239,200073393
43240,200073427
43241,200073419
43242,200073393
43244,244301107
43245,200073393
43246,200073427
43247,200085728
43249,200073427
43250,200073393
43251,200073419
43252,200073393
43253,200073401
43254,200073419
43256,200073393
43257,200073419
43258,244301099
43259,200073419
43260,200073419
43261,244301099
43262,200085728
43263,244301123
43264,200073393
43265,200073427
43267,200073419
43268,244301016
63001,200071199
63002,200070761
63003,200070761
63004,200072098
63005,200070407
63006,200070407
63007,200070407
63008,200070712
63009,200070407
63010,200070761
63011,200072080
63012,200071199
63013,200071199
63014,246300701
63015,200070712
63016,200070712
63017,200070407
63019,246300701
63020,200069169
63021,200069177
63022,200070407
63023,200070761
63024,200069169
63025,200072080
63026,200069177
63027,200070761
63028,200069169
63029,200070407
63030,200071199
63031,200070407
63032,246300701
63033,200071199
63034,200067627
63035,200072098
63036,200070407
63037,200070761
63038,246300966
63039,200070761
63040,200067627
63041,200072080
63042,246300701
63043,200072098
63044,200067627
63045,246301097
63046,200070407
63047,246300966
63048,200071215
63049,200067627
63050,200070407
63051,200070407
63052,200070407
63053,200071215
63054,200070407
63055,200071215
63056,200070761
63057,200070761
63058,246301097
63059,200069177
63060,200072080
63061,200071199
63062,200072080
63063,246300701
63064,200071215
63065,200070761
63066,200070712
63067,200072080
63069,246300701
63070,246300701
63071,200069169
63072,200070712
63073,200070407
63074,200070407
63075,246300701
63076,200070761
63077,246300966
63079,200070407
63080,200070407
63081,200070761
63082,200072098
63083,200070753
63084,200069177
63085,200071215
63086,200070761
63087,200070407
63088,200070407
63089,200070753
63090,200071199
63091,200070407
63092,200070753
63093,200072098
63094,200072080
63095,200070712
63096,200067627
63097,200070407
63098,246300966
63099,246300701
63100,200072098
63101,200072080
63102,200070712
63103,200070753
63104,200070761
63105,200070761
63106,200067627
63107,200070753
63108,200070753
63109,200070407
63110,200071215
63111,200070407
63112,200070753
63113,246300701
63114,200070407
63115,200071215
63116,200072098
63117,246300966
63118,200071215
63119,200070761
63120,200069177
63121,200070407
63122,200070407
63123,200069177
63124,246300701
63125,200070712
63126,200069177
63128,246301097
63129,200069169
63130,200072080
63131,246301097
63132,200070761
63134,200070407
63135,200072098
63136,200070761
63137,200070761
63138,200070712
63139,200070761
63140,200072080
63141,246300701
63142,200070761
63143,200071199
63144,246300966
63145,200070407
63146,200067627
63147,200070761
63148,200070753
63149,200070753
63150,200070753
63151,200070712
63152,200072080
63153,246300966
63154,200067627
63155,200067627
63156,200070407
63157,200067627
63158,200070761
63159,200071215
63160,200070407
63161,200070761
63162,200070761
63163,200069169
63164,246300701
63165,200071215
63166,200070407
63167,200072098
63168,200067627
63169,246300966
63170,200071215
63171,200072080
63172,200070407
63173,200070761
63174,200070761
63175,200071215
63176,200069169
63177,200067627
63178,200070407
63179,200070761
63180,246301097
63181,200072098
63182,200070407
63183,200069169
63184,200070712
63185,200070407
63186,200071215
63187,200072080
63188,200069177
63189,200069169
63190,200069169
63191,200071215
63192,200069169
63193,246300701
63194,246301097
63195,246301097
63196,200071199
63197,200072098
63198,200072098
63199,200070407
63200,200070753
63201,200071199
63202,200070407
63203,200070753
63204,200070753
63205,200069177
63206,200072098
63207,200070761
63208,200072098
63209,200070407
63210,200071199
63211,200070761
63212,200070753
63213,200070753
63214,200069177
63215,200070753
63216,200067627
63218,200070761
63219,200069169
63220,200070407
63221,200070761
63222,200070407
63223,200072080
63224,200070753
63225,200071215
63226,200067627
63227,200069177
63228,200071215
63229,246301097
63230,200070761
63231,200070712
63232,200071199
63233,200072080
63234,200070407
63235,200072098
63236,246300966
63237,200071215
63238,200071215
63239,200067627
63240,200071199
63241,200070407
63242,200070407
63243,200072080
63244,200070753
63245,200070753
63246,246300966
63247,246300966
63248,200069169
63249,200070712
63250,200070407
63251,200072080
63252,200067627
63253,200070712
63254,246300701
63255,200070407
63256,200070761
63257,200069169
63258,200070761
63259,200069177
63260,200070712
63261,200070407
63262,200069177
63263,246300701
63264,200069169
63265,246301097
63267,200070712
63268,200070407
63269,200070407
63270,200070407
63271,200070712
63272,246300701
63273,200067627
63274,200069169
63275,200070407
63276,246301097
63277,200070407
63278,200070753
63279,246300966
63280,200069177
63281,200072080
63282,200070407
63283,200071215
63284,246300701
63285,200071215
63286,200072098
63287,200070407
63288,200072098
63289,200071215
63290,200070753
63291,200070712
63292,200071215
63293,200072080
63294,200072098
63295,200071199
63296,246301097
63297,200067627
63298,200070712
63299,200070407
63300,200070753
63301,200070712
63302,200069177
63303,200070407
63304,200072080
63305,200069169
63306,200069177
63307,246300701
63308,246300701
63309,200070761
63310,200070712
63311,200071199
63312,200070761
63313,200070407
63314,200070761
63315,200069177
63317,200071199
63318,200072098
63319,200070761
63320,200071215
63321,200070407
63322,200070753
63323,200070761
63324,200070761
63325,200067627
63326,200069169
63327,200070753
63328,200070761
63329,200072080
63331,200070761
63332,200071199
63333,200071199
63334,200067627
63335,246300966
63336,200069169
63337,200070761
63338,200072080
63339,200071215
63340,200070407
63341,200070761
63342,200070407
63343,200070712
63344,200072098
63345,246300701
63346,246300966
63347,200071199
63348,200070407
63349,200072098
63350,200069177
63351,200071215
63352,200070407
63353,200070761
63354,200072080
63355,200070761
63356,200070407
63357,200070407
63358,200072098
63359,200071215
63360,200072080
63362,200070753
63363,200071215
63364,246301097
63365,200067627
63366,200070407
63367,200070407
63368,200067627
63369,200072080
63370,200069169
63371,200070761
63372,200070753
63373,200072080
63374,200070761
63375,200070407
63376,200070407
63377,200072080
63378,200069177
63379,200072098
63380,246300966
63381,200070753
63382,200072098
63383,246300966
63384,200070761
63385,200071215
63386,200069169
63387,200071199
63388,200072080
63389,200070407
63390,200072098
63391,200072098
63392,200070407
63393,200070712
63394,200070761
63395,200069177
63396,200069177
63397,200069169
63398,200070761
63399,200071215
63400,200071199
63401,246300966
63402,200070712
63403,200070407
63404,200070407
63405,200069177
63406,200071199
63407,200069169
63408,200072080
63409,200070407
63410,200071215
63411,200070407
63412,200070761
63413,200069177
63414,200070712
63415,200070407
63416,200071215
63417,200070753
63418,200070712
63419,200072080
63420,246301097
63421,200069169
63422,200070407
63423,200070407
63424,200070753
63425,200069177
63426,200069169
63427,200072098
63428,200072080
63429,200070407
63430,200070712
63431,200070761
63432,200071199
63433,200071215
63434,200070761
63435,200070407
63436,200071215
63437,200069169
63438,200067627
63439,200070407
63440,246300966
63441,200070761
63442,200070407
63443,200070753
63444,200070407
63445,200067627
63446,200071199
63447,200072080
63448,200070407
63449,246300966
63450,200071215
63451,200069169
63452,200070407
63453,200067627
63454,200070761
63455,200069177
63456,200070407
63457,200069177
63458,200070407
63459,200071199
63460,200071215
63461,246301097
63462,200072080
63463,200070712
63464,200072098
63465,200070761
63466,200070407
63467,200071215
63468,200070712
63469,200070712
63470,200070753
63471,200072080
63472,200069177
63473,200072098
69001,200040566
69002,200067817
69003,200046977
69004,200040574
69005,200040574
69006,200040566
69007,200077014
69008,200040566
69009,200040574
69010,246900625
69012,200067817
69013,200040590
69014,200066587
69016,200067817
69017,200040574
69018,200067817
69019,200067817
69020,200040574
69021,246900625
69022,246900625
69023,200040590
69024,200040574
69026,200040574
69027,246900757
69028,246900724
69029,200046977
69030,200066587
69031,200066587
69032,246900625
69033,200046977
69034,200046977
69035,200067817
69036,200067817
69037,200040566
69038,200066587
69039,200040574
69040,200046977
69042,200066587
69043,246900757
69044,200046977
69045,200067817
69046,200046977
69047,200040574
69049,200040574
69050,200040574
69051,246900740
69052,200040574
69053,200067817
69054,200040566
69055,200040574
69056,200040574
69057,246900625
69058,200067817
69059,200040574
69060,200040566
69061,200040590
69062,200066587
69063,200046977
69064,200077014
69065,200067817
69066,200040566
69067,246900625
69068,200046977
69069,200046977
69070,200040566
69071,200046977
69072,200046977
69074,200040590
69075,200040566
69076,246900625
69077,200067817
69078,200066587
69080,200077014
69081,200046977
69082,200067817
69083,246900625
69084,200067817
69085,200046977
69086,246900625
69087,200046977
69088,200046977
69089,200046977
69090,200040574
69091,200046977
69092,200040590
69093,200040566
69094,246900724
69095,200066587
69096,200046977
69097,200077014
69098,200066587
69099,200066587
69100,200046977
69102,200040566
69103,200067817
69104,200067817
69105,200040590
69106,200040574
69107,200040566
69108,200067817
69109,200067817
69110,200066587
69111,200040574
69112,246900625
69113,200040574
69114,200040574
69115,200040590
69116,200046977
69117,200046977
69118,200077014
69119,200077014
69120,200066587
69121,200040574
69122,200040574
69123,200046977
69124,200067817
69125,200040574
69126,200040574
69127,200046977
69130,200040566
69131,246900724
69132,200066587
69133,246900757
69134,200040574
69135,200067817
69136,246900757
69137,200040590
69138,200066587
69139,200066587
69140,200040574
69141,246900740
69142,200046977
69143,200046977
69145,200067817
69148,246900740
69149,200046977
69151,200040590
69153,200046977
69154,246900724
69155,200066587
69156,200040574
69157,200040566
69160,200040566
69161,200067817
69162,200067817
69163,200046977
69164,200040566
69165,200067817
69166,246900740
69167,200040590
69168,200046977
69169,200040566
69170,246900740
69171,246900625
69172,200040590
69173,246900625
69174,200040566
69175,246900625
69176,246900740
69177,246900625
69178,200066587
69179,246900740
69180,246900740
69181,200040566
69182,200067817
69183,200040566
69184,200066587
69186,200067817
69187,200066587
69188,200040566
69189,200077014
69190,246900724
69191,200046977
69192,200040590
69193,200077014
69194,200046977
69196,200067817
69197,200040590
69198,200067817
69199,200046977
69200,200040566
69201,200066587
69202,200046977
69203,200066587
69204,200046977
69205,200046977
69206,200067817
69207,200046977
69208,246900625
69209,200067817
69212,200040574
69214,200040566
69215,200040590
69216,246900625
69217,200040566
69218,200067817
69219,246900740
69220,200066587
69225,200040566
69227,200066587
69228,246900740
69229,200040566
69230,200040574
69231,246900625
69233,200046977
69234,200040566
69235,200077014
69236,200077014
69238,200066587
69239,200040574
69240,200040566
69241,246900740
69242,200067817
69243,200040566
69244,200046977
69245,200040574
69246,200040574
69248,200040566
69249,246900724
69250,200046977
69252,200077014
69253,200077014
69254,200040566
69255,246900724
69256,200046977
69257,200040590
69258,200067817
69259,200046977
69260,200046977
69261,200067817
69263,200066587
69264,200040590
69265,200040590
69266,200046977
69267,200067817
69268,246900757
69269,246900724
69270,246900765
69271,200046977
69272,246900765
69273,200046977
69275,200046977
69276,200046977
69277,246900575
69278,200046977
69279,200046977
69280,246900575
69281,246900765
69282,200046977
69283,200046977
69284,200046977
69285,246900575
69286,200046977
69287,246900575
69288,246900575
69289,246900575
69290,200046977
69291,246900765
69292,200046977
69293,200046977
69294,246900765
69295,246900765
69296,200046977
69297,246900765
69298,246900575
69299,246900575
73001,247300668
73003,247300015
73004,200069110
73005,200069110
73006,247300817
73007,247300676
73008,200068674
73010,200068674
73011,200068997
73012,200070464
73013,200070464
73014,200068997
73015,200040798
73017,200041010
73018,200041010
73019,247300676
73020,200069110
73021,200041010
73022,247300668
73023,200070340
73024,247300015
73025,247300528
73026,200070340
73027,247300668
73028,247300262
73029,200069110
73030,200069110
73031,200069110
73032,200068997
73033,200040111
73034,200068997
73036,200069110
73039,247300528
73040,200070340
73041,200041010
73042,247300262
73043,200068674
73047,200070340
73048,200068997
73049,247300676
73050,200068674
73051,200068674
73052,200041010
73053,200041010
73054,247300254
73055,200040798
73057,200040798
73058,247300528
73059,200068674
73061,200068997
73063,200068997
73064,200069110
73065,200069110
73067,247300361
73068,200041010
73069,200041010
73070,247300528
73071,200040798
73072,200041010
73073,200068674
73074,247300361
73075,200041010
73076,200068674
73077,247300254
73078,247300262
73079,200041010
73081,200069110
73082,200041010
73083,247300361
73084,200041010
73085,200068674
73086,200068997
73087,200069110
73088,200068997
73089,200041010
73090,200069110
73091,200068674
73092,200040111
73094,200068997
73095,200041010
73096,200041010
73097,200069110
73098,200069110
73099,200041010
73100,247300528
73101,200069110
73103,200068674
73104,247300668
73105,200040111
73106,200069110
73107,200040111
73109,247300676
73110,200068997
73113,200040798
73114,200068997
73116,200070464
73117,200070340
73119,200070340
73120,200041010
73121,200068997
73122,247300668
73123,200068997
73124,200068997
73128,200068674
73129,200068997
73130,200068997
73131,200023299
73132,200068997
73133,200041010
73135,200070464
73137,200069110
73138,200070464
73139,200069110
73140,247300262
73141,200041010
73142,247300817
73145,247300668
73146,200069110
73147,247300262
73149,247300262
73150,247300817
73151,200041010
73152,247300668
73153,200068997
73154,200068997
73155,200068674
73156,247300262
73157,200070340
73159,200041010
73160,200069110
73161,200040798
73162,200068997
73164,200068674
73166,200041010
73168,247300676
73170,200068997
73171,200041010
73173,200070464
73175,247300676
73176,247300254
73177,200070464
73178,200069110
73179,200069110
73180,200068674
73181,200023299
73182,200068674
73183,200041010
73184,247300668
73186,200068997
73187,247300015
73188,200068997
73189,247300361
73190,200023299
73191,247300668
73192,200069110
73193,200068674
73194,247300452
73196,200068997
73197,247300817
73200,200041010
73201,200040798
73202,200068997
73204,247300528
73205,200041010
73206,200040798
73207,200041010
73208,200068674
73210,200069110
73211,200068997
73212,247300676
73213,200069110
73214,247300528
73215,200041010
73216,200068997
73217,200041010
73218,200068674
73219,247300668
73220,247300676
73221,247300361
73222,200069110
73223,200070340
73224,247300361
73225,200069110
73226,247300528
73227,200040798
73228,200069110
73229,200040111
73230,247300361
73231,247300361
73232,247300254
73233,200040111
73234,200069110
73235,247300361
73236,247300528
73237,247300676
73240,200041010
73241,200068997
73242,200070464
73243,200069110
73245,247300262
73246,200040111
73247,200041010
73248,200070464
73249,200069110
73250,200070464
73252,247300676
73253,200023299
73254,247300528
73255,247300361
73256,247300452
73257,200023299
73258,247300452
73259,247300361
73261,247300452
73262,200068997
73263,200068674
73265,200068674
73267,200070464
73268,200068997
73269,247300262
73270,200041010
73271,247300262
73272,247300676
73273,200068674
73274,200040111
73275,200040111
73276,200041010
73277,200069110
73278,247300361
73280,200070464
73281,200069110
73282,200040111
73283,200068997
73284,200023299
73285,247300254
73286,200068674
73288,200069110
73289,200041010
73290,200070340
73292,200068997
73293,200069110
73294,200069110
73296,247300254
73297,200068997
73298,200068997
73299,247300262
73300,200068674
73301,200068674
73302,200041010
73303,200068997
73304,247300254
73306,247300452
73307,247300452
73308,200068997
73309,247300528
73310,200069110
73311,200041010
73312,200068997
73313,247300262
73314,200041010
73315,200041010
73316,200041010
73317,200068997
73318,200070464
73320,200070464
73322,200070340
73323,247300254
73324,200041010
73326,200069110
73327,200068674
73328,200068674
73329,200068674
73330,247300262
74001,200071967
74002,200066793
74003,247400617
74004,200066793
74005,200067551
74006,247400112
74007,247400724
74008,200011773
74009,247400112
74010,200066793
74012,200011773
74013,200067551
74014,200033116
74015,247400583
74016,247400690
74018,247400724
74019,200066793
74020,200067551
74021,247400583
74024,200000172
74025,200067551
74026,247400567
74027,247400617
74029,200070852
74030,247400682
74031,247400690
74032,247400682
74033,200071967
74034,247400682
74035,247400740
74036,200066793
74037,247400047
74038,247400047
74040,200011773
74041,200071967
74042,200000172
74043,200067551
74044,247400690
74045,247400617
74046,247400740
74048,200067551
74049,200000172
74050,247400047
74051,247400112
74052,247400112
74053,200067551
74054,200066793
74055,200070852
74056,200023372
74057,200071967
74058,200071967
74059,247400724
74060,200066793
74061,200066793
74062,200066793
74063,200071967
74064,200034098
74065,200070852
74066,200070852
74067,200066793
74068,200070852
74069,247400690
74070,200067551
74071,200070852
74072,247400773
74073,200071967
74074,247400690
74075,200070852
74076,247400567
74077,200070852
74078,200070852
74079,247400617
74080,247400617
74081,200033116
74082,247400690
74083,200034882
74085,200034882
74086,200070852
74087,200000172
74088,247400112
74089,200034882
74090,247400724
74091,247400682
74094,200011773
74095,247400740
74096,247400112
74097,200066793
74098,247400112
74099,200034882
74100,200070852
74101,247400690
74102,247400617
74103,200034882
74104,247400773
74105,200067551
74106,200067551
74107,200070852
74108,200066793
74109,200070852
74111,200066793
74112,200066793
74114,247400682
74116,247400724
74117,247400740
74118,200011773
74119,200071967
74121,200067551
74122,247400666
74123,247400773
74124,247400690
74126,200067551
74127,200071967
74128,247400666
74129,247400682
74130,200070852
74131,200070852
74133,200011773
74134,247400682
74135,247400773
74136,247400617
74137,200066793
74138,200066793
74139,247400047
74140,247400047
74141,247400740
74142,200066793
74143,200023372
74144,247400690
74145,200011773
74146,200071967
74147,247400773
74148,200066793
74150,200067551
74151,247400740
74152,247400567
74153,200011773
74154,200071967
74155,247400682
74156,200067551
74157,200067551
74158,200011773
74159,200033116
74160,247400617
74161,247400740
74162,247400666
74163,200067551
74164,200000172
74165,247400740
74166,200071967
74167,247400773
74168,200070852
74169,200033116
74170,247400740
74171,200067551
74172,200071967
74173,200034882
74174,247400666
74175,200071967
74176,200066793
74177,247400112
74178,200070852
74179,247400567
74180,200067551
74183,200034098
74184,200070852
74185,247400583
74186,200066793
74188,247400682
74189,200033116
74190,200034098
74191,247400682
74192,247400740
74193,247400583
74194,200066793
74195,200070852
74196,200033116
74197,247400583
74198,200066793
74199,200067551
74200,200071967
74201,247400690
74202,247400567
74203,200071967
74205,247400666
74206,200067551
74208,200034882
74209,247400666
74210,200067551
74211,247400583
74212,200000172
74213,200066793
74215,200034882
74216,247400690
74218,200071967
74219,200066793
74220,247400583
74221,200033116
74222,247400682
74223,200034098
74224,247400724
74225,247400740
74226,247400047
74228,247400112
74229,200011773
74231,247400740
74232,200066793
74233,200066793
74234,247400773
74235,200070852
74236,200034882
74237,200071967
74238,247400682
74239,247400617
74240,247400666
74241,247400666
74242,200066793
74243,247400690
74244,247400724
74249,200071967
74250,247400724
74252,200033116
74253,247400724
74254,200066793
74255,247400740
74256,200034882
74257,247400567
74258,200034098
74259,247400112
74260,247400690
74261,247400047
74262,247400583
74263,200067551
74264,200033116
74265,247400617
74266,200023372
74267,200066793
74269,200070852
74271,247400682
74272,247400567
